direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Social Sciences,Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Social Sciences,795,W2242726375,The Combinations of Haemoglobin with Oxygen and with Carbon Monoxide. I,W2092309647,"Joseph Barcroft, 1872-1947"
citation_paper_cites_prize_paper,Materials Science,Computer Science,Physical Sciences,Physical Sciences,Materials Science,Computer Science,541,W2140992384,The structure of proteins: Two hydrogen-bonded helical configurations of the polypeptide chain,W3134320828,Quantum Speedup for Protein Structure Prediction
citation_paper_cites_prize_paper,Medicine,Psychology,Health Sciences,Social Sciences,Medicine,Psychology,398,W2017470279,Automatic Recording Apparatus for Use in Chromatography of Amino Acids,W1932887617,"SYNTHESIS, PHARMACOLOGICAL, CONFORMATIONAL, AND DYNAMIC STUDIES OF THE POTENT HORMONE ANTAGONISTS [1‐PENICILLAMINE, 4‐THREONINE]‐OXYTOCIN AND [1‐PENICILLAMINE, 2‐PHENYLALANINE, 4‐THREONINE] ‐OXYTOCIN"
citation_paper_cites_prize_paper,Medicine,Social Sciences,Health Sciences,Social Sciences,Medicine,Social Sciences,235,W1722478811,"A new type of papillomavirus DNA, its presence in genital cancer biopsies and in cell lines derived from cervical cancer.",W125540539,Carcinogenesis in the Uterine Cervix and Human Papillomavirus Infection
citation_paper_cites_prize_paper,Engineering,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Engineering,"Pharmacology, Toxicology and Pharmaceutics",45,W2013282061,A METHOD FOR THE DETERMINATION OF DIFFUSION CONSTANTS AND THE CALCULATION OF THE RADIUS AND WEIGHT OF THE HEMOGLOBIN MOLECULE,W161258902,ACTIVITY OF TYPE A BOTULINAL TOXIN AND HEMAGGLUTININ EXPOSED TO PROTEOLYTIC ENZYME
citation_paper_cites_prize_paper,Environmental Science,Nursing,Physical Sciences,Health Sciences,Environmental Science,Nursing,461,W2138270253,DNA sequencing with chain-terminating inhibitors,W2032337490,Synthesis and glycosylation of the common alpha subunit of human glycoprotein hormones in mouse cells.
citation_paper_cites_prize_paper,Environmental Science,Chemical Engineering,Physical Sciences,Physical Sciences,Environmental Science,Chemical Engineering,45,W1969094530,The nucleotide sequence of bacteriophage φX174,W2094772935,Linear dichroism characteristics of ethidium–and proflavine–supercoiled DNA complexes
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Agricultural and Biological Sciences,Life Sciences,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Agricultural and Biological Sciences,190,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W1496646152,Mouse liver nucleic acids
citation_paper_cites_prize_paper,Medicine,Veterinary,Health Sciences,Health Sciences,Medicine,Veterinary,407,W2082909688,"Avermectins, New Family of Potent Anthelmintic Agents: Producing Organism and Fermentation",W2047439316,Isoenzyme analysis of Haemonchus contortus resistant or susceptible to ivermectin
citation_paper_cites_prize_paper,Immunology and Microbiology,Psychology,Life Sciences,Social Sciences,Immunology and Microbiology,Psychology,68,W2043400793,Experimental Transmission of a Kuru-like Syndrome to Chimpanzees,W2090691967,Scrapie--a personal view
citation_paper_cites_prize_paper,Environmental Science,Veterinary,Physical Sciences,Health Sciences,Environmental Science,Veterinary,161,W2138270253,DNA sequencing with chain-terminating inhibitors,W2050016718,Cloning and nucleotide sequence analysis of aBrucella abortusgene encoding an 18 kDa immunoreactive protein
citation_paper_cites_prize_paper,Veterinary,Veterinary,Health Sciences,Health Sciences,Veterinary,Veterinary,86,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W2109107556,Safety and therapeutic activity of ivermectin as an equine anthelmintic
citation_paper_cites_prize_paper,Neuroscience,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,Life Sciences,Neuroscience,"Pharmacology, Toxicology and Pharmaceutics",106,W2097400197,The effect of sodium ions on the electrical activity of the giant axon of the squid,W2125107279,Comparison of Depolarizing and Direct Current Systems on Iontophoretic Enhancement of Transport of Sodium Benzoate Through Human and Hairless Rat Skin
citation_paper_cites_prize_paper,Engineering,Arts and Humanities,Physical Sciences,Social Sciences,Engineering,Arts and Humanities,372,W1973083520,Artificial Production of a New Kind of Radio-Element,W1627294127,Die Geschichte der Entdeckung k�nstlicher Elemente
citation_paper_cites_prize_paper,Medicine,"Pharmacology, Toxicology and Pharmaceutics",Health Sciences,Life Sciences,Medicine,"Pharmacology, Toxicology and Pharmaceutics",870,W2035178202,Chromatography of Amino Acids on Sulfonated Polystyrene Resins. An Improved System,W1989199331,Evaluation and utilization of guava seed meal (<i>Psidium guajava L.</i>) in cookies preparation as wheat flour substitute
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics","Pharmacology, Toxicology and Pharmaceutics",Life Sciences,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics","Pharmacology, Toxicology and Pharmaceutics",131,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W308135992,Atypical distribution of several enzymes in the fractions of Ehrlich ascites and liver cells prepared from glycerol homogenates.
citation_paper_cites_prize_paper,Neuroscience,Chemistry,Life Sciences,Physical Sciences,Neuroscience,Chemistry,1432,W2073929966,Cholinergic and inhibitory synapses in a pathway from motor‐axon collaterals to motoneurones,W4255462505,ACETYLCHOLINE AS A CENTRAL TRANSMITTER
citation_paper_cites_prize_paper,Energy,Physics and Astronomy,Physical Sciences,Physical Sciences,Energy,Physics and Astronomy,565,W2608873142,Propriétés magnétiques des ferrites ; ferrimagnétisme et antiferromagnétisme,W2182255358,Surface-Driven Effects on the Magnetic Behavior of Oxide Nanoparticles
citation_paper_cites_prize_paper,Engineering,Immunology and Microbiology,Physical Sciences,Life Sciences,Engineering,Immunology and Microbiology,756,W1566766802,Towards a network theory of the immune system.,W1502102164,Clonal dominance and the preservation of clonal memory cells mediated by antigen-antibody.
citation_paper_cites_prize_paper,Arts and Humanities,"Biochemistry, Genetics and Molecular Biology",Social Sciences,Life Sciences,Arts and Humanities,"Biochemistry, Genetics and Molecular Biology",214,W2073406286,Über die Atmung der Froschmuskulatur,W4232005973,Über den Mechanismus der Oxydationsvorgänge
citation_paper_cites_prize_paper,Immunology and Microbiology,Agricultural and Biological Sciences,Life Sciences,Life Sciences,Immunology and Microbiology,Agricultural and Biological Sciences,733,W1998240361,Immunological surveillance against altered self components by sensitised T lymphocytes in lymphocytes choriomeningitis,W1512074129,Cell-mediated immunity in lumphocytic choriomeningitis. I. The specificity of the cytotoxic T lymphocytes.
citation_paper_cites_prize_paper,Arts and Humanities,Physics and Astronomy,Social Sciences,Physical Sciences,Arts and Humanities,Physics and Astronomy,1749,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W52140006,The Optogalvanic Effect
citation_paper_cites_prize_paper,Chemistry,Mathematics,Physical Sciences,Physical Sciences,Chemistry,Mathematics,487,W1992787746,Einfluss der Configuration auf die Wirkung der Enzyme,W114950587,On Characterization of 3D Molecular Structure
citation_paper_cites_prize_paper,Physics and Astronomy,Unknown Citation Field,Physical Sciences,Unknown Domain,Physics and Astronomy,,1885,W2048251016,Zur Elektrodynamik bewegter Körper,W2081607198,A Look Back at Hermann Minkowski’s Cologne Lecture “Raum und Zeit”
citation_paper_cites_prize_paper,Physics and Astronomy,"Economics, Econometrics and Finance",Physical Sciences,Social Sciences,Physics and Astronomy,"Economics, Econometrics and Finance",352,W2264002775,Absence of Diffusion in Certain Random Lattices,W3165777969,Econophysics of cryptocurrency crashes: an overview
citation_paper_cites_prize_paper,Immunology and Microbiology,Nursing,Life Sciences,Health Sciences,Immunology and Microbiology,Nursing,132,W2074949244,Definition and Antagonism of Histamine H2-receptors,W2154851176,Effect of histamine receptor antagonists on bile damage to the gastric mucosa of canine Heidenhain pouches.
citation_paper_cites_prize_paper,Chemistry,Immunology and Microbiology,Physical Sciences,Life Sciences,Chemistry,Immunology and Microbiology,169,W2094419713,A new apparatus for electrophoretic analysis of colloidal mixtures,W3020925614,Isotype Determination of Antibodies
citation_paper_cites_prize_paper,Unknown Nobel Field,"Biochemistry, Genetics and Molecular Biology",Unknown Domain,Life Sciences,,"Biochemistry, Genetics and Molecular Biology",456,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W2183976982,"Effect of high pressure - low temperature phase transitions on model systems, foods and microorganisms"
citation_paper_cites_prize_paper,Neuroscience,Unknown Citation Field,Life Sciences,Unknown Domain,Neuroscience,,376,W2073929966,Cholinergic and inhibitory synapses in a pathway from motor‐axon collaterals to motoneurones,W72499975,The Story of the Renshaw Cell
prize_paper_references_citation_paper,Physics and Astronomy,Mathematics,Physical Sciences,Physical Sciences,Physics and Astronomy,Mathematics,36,W1508439018,Theory of the Fermi Interaction,W3372358,"The Lifetime of the<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi>μ</mml:mi></mml:mrow><mml:mrow><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:mrow></mml:math>-Meson"
prize_paper_references_citation_paper,Environmental Science,Arts and Humanities,Physical Sciences,Social Sciences,Environmental Science,Arts and Humanities,3,W1999595872,Der Kumpan in der Umwelt des Vogels,W1495605644,Zur Naturgeschichte des Singammers
prize_paper_references_citation_paper,Environmental Science,Unknown Citation Field,Physical Sciences,Unknown Domain,Environmental Science,,2,W1999595872,Der Kumpan in der Umwelt des Vogels,W1621801394,Instinkt und Erfahrung
prize_paper_references_citation_paper,Environmental Science,Psychology,Physical Sciences,Social Sciences,Environmental Science,Psychology,3,W1999595872,Der Kumpan in der Umwelt des Vogels,W1969267343,An Introduction to Social Psychology
prize_paper_references_citation_paper,Environmental Science,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Environmental Science,Agricultural and Biological Sciences,9,W1999595872,Der Kumpan in der Umwelt des Vogels,W1976928410,Betrachtungen über das Erkennen der arteigenen Triebhandlungen der Vögel
prize_paper_references_citation_paper,Environmental Science,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Environmental Science,"Biochemistry, Genetics and Molecular Biology",49,W1999595872,Der Kumpan in der Umwelt des Vogels,W2003436515,The Voices of Pigeons Regarded as a Means of Social Control
prize_paper_references_citation_paper,Environmental Science,Environmental Science,Physical Sciences,Physical Sciences,Environmental Science,Environmental Science,57,W1999595872,Der Kumpan in der Umwelt des Vogels,W2020159813,Bewegungsstudien an Vögeln des Berliner Zoologischen Gartens
citation_paper_cites_prize_paper,Engineering,Computer Science,Physical Sciences,Physical Sciences,Engineering,Computer Science,878,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2131308955,Quantum Information Processing in Multi-Spin Systems
citation_paper_cites_prize_paper,Chemical Engineering,Physics and Astronomy,Physical Sciences,Physical Sciences,Chemical Engineering,Physics and Astronomy,884,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W3104633376,Density matrix form of Gross-Pitaevskii equation
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Health Professions,Life Sciences,Health Sciences,"Biochemistry, Genetics and Molecular Biology",Health Professions,177,W2035879817,Prostaglandin endoperoxides VII. Novel transformations of arachidonic acid in guinea pig lung,W1474484224,The biological significance of prostaglandin-like substances released from immunologically challenged guinea-pig lungs [proceedings].
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Earth and Planetary Sciences,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Earth and Planetary Sciences,514,W2014815386,The principles of conformational analysis,W1994804110,The structure of morpholine molecules in vapor
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Chemistry,Life Sciences,Physical Sciences,"Pharmacology, Toxicology and Pharmaceutics",Chemistry,214,W2328964470,"<b>Stable Carbonium Ions. II.</b><sup>1a</sup> <b>Oxocarbonium</b><sup>1b</sup> <b>(Acylium) Tetrafluoroborates, Hexafluorophosphates, Hexafluoroantimonates and Hexafluoroarsenates. Structure and Chemical Reactivity of Acyl Fluoride: Lewis Acid Fluoride Complexes</b><sup>1c</sup>",W2059720485,Formation of pyrylium salts in the acylation of sterically hindered quinones
citation_paper_cites_prize_paper,Chemistry,Computer Science,Physical Sciences,Physical Sciences,Chemistry,Computer Science,833,W1981458170,An Extended Hückel Theory. I. Hydrocarbons,W2473526058,Molecular Orbital Theory and Pharmacologic Receptor Theory as Integrated Experimental Tools
citation_paper_cites_prize_paper,Environmental Science,Computer Science,Physical Sciences,Physical Sciences,Environmental Science,Computer Science,254,W2320823423,Selection Rules for Concerted Cycloaddition Reactions,W2473526058,Molecular Orbital Theory and Pharmacologic Receptor Theory as Integrated Experimental Tools
citation_paper_cites_prize_paper,Psychology,Neuroscience,Social Sciences,Life Sciences,Psychology,Neuroscience,55,W2068610106,PREFRONTAL LEUCOTOMY IN THE TREATMENT OF MENTAL DISORDERS,W2489524443,White Matter Pathways in Early Neuroscience
citation_paper_cites_prize_paper,Environmental Science,Health Professions,Physical Sciences,Health Sciences,Environmental Science,Health Professions,49,W2331925520,The Companion in the Bird's World,W2584454435,How We Hear and Experience Music
citation_paper_cites_prize_paper,Medicine,Unknown Citation Field,Health Sciences,Unknown Domain,Medicine,,505,W2035178202,Chromatography of Amino Acids on Sulfonated Polystyrene Resins. An Improved System,W4243067229,Abstracts of Communications
citation_paper_cites_prize_paper,Chemical Engineering,Environmental Science,Physical Sciences,Physical Sciences,Chemical Engineering,Environmental Science,5,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W136261881,Fundamental studies of the sterile filtration of large plasmid DNA
citation_paper_cites_prize_paper,Engineering,Mathematics,Physical Sciences,Physical Sciences,Engineering,Mathematics,158,W1996620877,Mathematical Formulation of the Quantum Theory of Electromagnetic Interaction,W1666681759,"Local Functions : Algebras, Ideals, and Reduced Power Algebras"
citation_paper_cites_prize_paper,Mathematics,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Mathematics,"Biochemistry, Genetics and Molecular Biology",22,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W2142635570,A New Aspect of Jahn‐Teller Effect in the Low‐Spin Ferrihaemoglobin Azide
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,Life Sciences,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics",103,W2055404553,A Method for the Fluorimetric Determination of Adrenaline and Noradrenaline in Tissues.<sup>1</sup>,W2263531247,[On the problem of the effects on the central nervous system of toxic doses of atropine].
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,217,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2282537060,Dna binding economies
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Economics, Econometrics and Finance",Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology","Economics, Econometrics and Finance",110,W1647075334,Potent and specific genetic interference by double-stranded RNA in Caenorhabditis elegans,W2464150029,"Basic research, innovation and economic growth"
citation_paper_cites_prize_paper,Medicine,"Economics, Econometrics and Finance",Health Sciences,Social Sciences,Medicine,"Economics, Econometrics and Finance",48,W2020623316,Image Formation by Induced Local Interactions: Examples Employing Nuclear Magnetic Resonance,W2464150029,"Basic research, innovation and economic growth"
citation_paper_cites_prize_paper,Environmental Science,"Economics, Econometrics and Finance",Physical Sciences,Social Sciences,Environmental Science,"Economics, Econometrics and Finance",19,W2138270253,DNA sequencing with chain-terminating inhibitors,W2464150029,"Basic research, innovation and economic growth"
citation_paper_cites_prize_paper,Arts and Humanities,Materials Science,Social Sciences,Physical Sciences,Arts and Humanities,Materials Science,409,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W2548923121,Electronic structure and magnetism of selected materials
citation_paper_cites_prize_paper,Chemistry,Neuroscience,Physical Sciences,Life Sciences,Chemistry,Neuroscience,386,W1992787746,Einfluss der Configuration auf die Wirkung der Enzyme,W2890766678,Support Vector Regression for Predicting Binding Affinity in Spinocerebellar Ataxia
citation_paper_cites_prize_paper,Immunology and Microbiology,Health Professions,Life Sciences,Health Sciences,Immunology and Microbiology,Health Professions,119,W1977282539,Isolation of a T-Lymphotropic Retrovirus from a Patient at Risk for Acquired Immune Deficiency Syndrome (AIDS),W4211099376,How to Have Theory in an Epidemic
citation_paper_cites_prize_paper,Engineering,Chemical Engineering,Physical Sciences,Physical Sciences,Engineering,Chemical Engineering,101,W2020687655,Interactions between Light Waves in a Nonlinear Dielectric,W818963710,Development and evaluation of a Laser-Induced Fluorescence Experiment for the Detection of Trace Compounds in Water Using a Tuneable UV-OPO System.
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Computer Science,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Computer Science,1276,W2126466006,Molecular Structure of Nucleic Acids: A Structure for Deoxyribose Nucleic Acid,W847650810,Analysis and correction of short read data
citation_paper_cites_prize_paper,Physics and Astronomy,Decision Sciences,Physical Sciences,Social Sciences,Physics and Astronomy,Decision Sciences,602,W2019709661,Discovery of a pulsar in a binary system,W94064129,Nonparametric Detection and Estimation of Highly Oscillatory Signals
citation_paper_cites_prize_paper,Chemical Engineering,Mathematics,Physical Sciences,Physical Sciences,Chemical Engineering,Mathematics,76,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W4283757258,Coadjoint orbits and Kähler Structure: Examples from Coherent States
citation_paper_cites_prize_paper,Veterinary,Medicine,Health Sciences,Health Sciences,Veterinary,Medicine,81,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W2113664602,"Avermectins, New Family of Potent Anthelmintic Agents: Isolation and Chromatographic Properties"
citation_paper_cites_prize_paper,Medicine,Chemical Engineering,Health Sciences,Physical Sciences,Medicine,Chemical Engineering,180,W2092145002,Endothelium-derived relaxing factor produced and released from artery and vein is nitric oxide.,W2975272751,Electrochemical Nitric Oxide Sensors: Principles of Design and Characterization
citation_paper_cites_prize_paper,Neuroscience,Arts and Humanities,Life Sciences,Social Sciences,Neuroscience,Arts and Humanities,377,W2116360511,"Receptive fields, binocular interaction and functional architecture in the cat's visual cortex",W2478223057,Measuring the Intentional World
citation_paper_cites_prize_paper,Engineering,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Engineering,Earth and Planetary Sciences,190,W2113742150,Charge Coupled Semiconductor Devices,W2247206100,An investigation into the characteristics and sources of light emission at deep-sea hydrothermal vents
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Chemistry,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Chemistry,710,W2037363234,A New Method of Measuring Nuclear Magnetic Moment,W2900795282,A Historical Review of U.S. Contributions to the Atomic Redefinition of the SI Second in 1967
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology","Business, Management and Accounting",Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology","Business, Management and Accounting",140,W2032619610,Genetic regulatory mechanisms in the synthesis of proteins,W2733821375,Finding optimized configurations for variability-intensive systems without constraint violations using a Regulatory Algorithm (RGA)
citation_paper_cites_prize_paper,Neuroscience,Mathematics,Life Sciences,Physical Sciences,Neuroscience,Mathematics,369,W1985940938,A quantitative description of membrane current and its application to conduction and excitation in nerve,W2738971580,Approximations of the Homoclinic Orbits Near a Double-Zero Bifurcation with Symmetry of Order Two
citation_paper_cites_prize_paper,Chemical Engineering,Chemistry,Physical Sciences,Physical Sciences,Chemical Engineering,Chemistry,65,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W2781985436,"q-Deformed Barut–Girardello su(1, 1) coherent states and Schrödinger cat states"
citation_paper_cites_prize_paper,Chemical Engineering,Computer Science,Physical Sciences,Physical Sciences,Chemical Engineering,Computer Science,324,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W2805988644,Multiphoton supercoherent states
citation_paper_cites_prize_paper,Environmental Science,Unknown Citation Field,Physical Sciences,Unknown Domain,Environmental Science,,147,W2138270253,DNA sequencing with chain-terminating inhibitors,W2828556470,Transpositions: from traces through data to models and simulations
citation_paper_cites_prize_paper,Physics and Astronomy,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Physics and Astronomy,Agricultural and Biological Sciences,650,W2072443063,A New Type of Secondary Radiation,W2883813994,Characterizing the Spoilage of Egg Products using Targeted and Non-targeted Approaches
citation_paper_cites_prize_paper,Arts and Humanities,Computer Science,Social Sciences,Physical Sciences,Arts and Humanities,Computer Science,175,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W2890866085,Time ordering in the classically driven nonlinear Jaynes-Cummings model
citation_paper_cites_prize_paper,Environmental Science,Physics and Astronomy,Physical Sciences,Physical Sciences,Environmental Science,Physics and Astronomy,260,W2078507839,Physical Principles in the Construction of Regular Viruses,W2891075193,Algal Viruses: The (Atomic) Shape of Things to Come
citation_paper_cites_prize_paper,Psychology,Medicine,Social Sciences,Health Sciences,Psychology,Medicine,100,W2068610106,PREFRONTAL LEUCOTOMY IN THE TREATMENT OF MENTAL DISORDERS,W2899472532,Neurosurgical Intervention for Treatment-Resistant Psychiatric Disorders
citation_paper_cites_prize_paper,Physics and Astronomy,Social Sciences,Physical Sciences,Social Sciences,Physics and Astronomy,Social Sciences,661,W2014437371,Theory of Superconductivity,W2906476689,Critical behavior of a generalized Bak-Sneppen model
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Business, Management and Accounting",Life Sciences,Social Sciences,Agricultural and Biological Sciences,"Business, Management and Accounting",8,W201050536,Viral RNA-dependent DNA Polymerase: RNA-dependent DNA Polymerase in Virions of Rous Sarcoma Virus,W2939455864,Patenting of Genetic Research in Europe and the U.S.: A Questionable Future for Diagnostic Methods and Personalized Medicines
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Social Sciences,Physical Sciences,Social Sciences,Earth and Planetary Sciences,Social Sciences,145,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W2949292498,Resilience to exogenous shocks in environmental management regimes in the Arctic – lessons learned from survivors
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Economics, Econometrics and Finance",Life Sciences,Social Sciences,Agricultural and Biological Sciences,"Economics, Econometrics and Finance",13,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2976142348,Rational choice of drugs for ulcer therapy
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Energy,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Energy,486,W2004303971,"Theoretical studies of enzymic reactions: Dielectric, electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme",W3003013178,Probing the Structure of [NiFeSe] Hydrogenase with QM/MM Computations
citation_paper_cites_prize_paper,Chemistry,Unknown Citation Field,Physical Sciences,Unknown Domain,Chemistry,,465,W1986113254,"THE ADSORPTION OF GASES ON PLANE SURFACES OF GLASS, MICA AND PLATINUM.",W3005642746,Nonylphenol ethoxylate-assisted hydrothermal preparation of carbon adsorbent from phenolic waste liquid
citation_paper_cites_prize_paper,Materials Science,Chemical Engineering,Physical Sciences,Physical Sciences,Materials Science,Chemical Engineering,355,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W3012978079,Control of pH-Responsiveness in Graphene Oxide Grafted with Poly-DEAEMA via Tailored Functionalization
citation_paper_cites_prize_paper,Medicine,Decision Sciences,Health Sciences,Social Sciences,Medicine,Decision Sciences,61,W2069463805,BIRTH AFTER THE REIMPLANTATION OF A HUMAN EMBRYO,W3018031038,Assessing Clinical Embryology Research: A Global Bibliometric Analysis
citation_paper_cites_prize_paper,Chemical Engineering,Materials Science,Physical Sciences,Physical Sciences,Chemical Engineering,Materials Science,179,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W3108580015,Conformational and Dynamical Evolution of Block Copolymers in Shear Flow
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Mathematics,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Mathematics,58,W2085155384,On the relative motion of the Earth and the luminiferous ether,W3135643898,A Viable Approach to Mitigating Irreproducibility
citation_paper_cites_prize_paper,Immunology and Microbiology,Neuroscience,Life Sciences,Life Sciences,Immunology and Microbiology,Neuroscience,531,W2129319296,Defective LPS Signaling in C3H/HeJ and C57BL/10ScCr Mice: Mutations in <i>Tlr4</i> Gene,W3183140671,Regulation of the Brain Neural Niche by Soluble Molecule Akhirin
citation_paper_cites_prize_paper,Immunology and Microbiology,Chemistry,Life Sciences,Physical Sciences,Immunology and Microbiology,Chemistry,155,W2074949244,Definition and Antagonism of Histamine H2-receptors,W4206559827,PROCEEDINGS OF THE British Pharmacological Society
citation_paper_cites_prize_paper,Chemistry,"Business, Management and Accounting",Physical Sciences,Social Sciences,Chemistry,"Business, Management and Accounting",17,W2073292063,Electrospray Ionization for Mass Spectrometry of Large Biomolecules,W4214673604,Recent Progress in Laser Analytics
citation_paper_cites_prize_paper,Environmental Science,Social Sciences,Physical Sciences,Social Sciences,Environmental Science,Social Sciences,200,W2331925520,The Companion in the Bird's World,W4230097841,Early Experience and Critical Periods
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,339,W1542263802,Fluorescent indicators for Ca2+based on green fluorescent proteins and calmodulin,W4237453190,Spatiotemporal Measurement of Osmotic Pressures by FRET Imaging
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Mathematics,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Mathematics,224,W2170343590,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,W4250409606,Convergence results for compound Poisson distributions and applications to the standard Luria–Delbrück distribution
citation_paper_cites_prize_paper,Energy,Chemistry,Physical Sciences,Physical Sciences,Energy,Chemistry,42,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W4252609382,Experimental estimation of proteome size for cells and human plasma
citation_paper_cites_prize_paper,Physics and Astronomy,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Physics and Astronomy,"Pharmacology, Toxicology and Pharmaceutics",588,W2094642658,The influence of polarization functions on molecular orbital hydrogenation energies,W4256261022,"Synthesis of Hydroxy and Methoxy Perylene Quinones, Their Spectroscopic and Computational Characterization, and Their Antiviral Activity<sup>¶</sup>"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Nursing,Life Sciences,Health Sciences,Agricultural and Biological Sciences,Nursing,204,W1967136383,The Antihæmorrhagic Vitamin of the Chick.: Occurrence And Chemical Nature,W4285309340,Vitamin K
citation_paper_cites_prize_paper,Environmental Science,"Business, Management and Accounting",Physical Sciences,Social Sciences,Environmental Science,"Business, Management and Accounting",42,W1999595872,Der Kumpan in der Umwelt des Vogels,W4307386011,Imprinting in HR process research: a systematic review and integrative conceptual model
citation_paper_cites_prize_paper,Computer Science,Materials Science,Physical Sciences,Physical Sciences,Computer Science,Materials Science,202,W1652946403,Single photons on demand from a single molecule at room temperature,W4385830196,Mixed-dimensional heterostructures for quantum photonic science and technology
