direction,prize_paper_field,citation_paper_field,prize_paper_subfield,citation_paper_subfield,prize_paper_domain,citation_paper_domain,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Arts and Humanities,"Ecology, Evolution, Behavior and Systematics",Music,Life Sciences,Social Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2292704793,Sound Neuroscience: An Undergraduate Neuroscience Journal
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Neuroscience,"Ecology, Evolution, Behavior and Systematics",Neurology,Life Sciences,Life Sciences,11,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W1966613216,Mechanisms of distal axonal degeneration in peripheral neuropathies
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Neurology,Life Sciences,Health Sciences,20,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2169013957,"Identification and preclinical characterization of AZ-23, a novel, selective, and orally bioavailable inhibitor of the Trk kinase pathway"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Nursing,"Ecology, Evolution, Behavior and Systematics",Nutrition and Dietetics,Life Sciences,Health Sciences,3,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2103848930,"Targeted Taste Cell-specific Overexpression of Brain-derived Neurotrophic Factor in Adult Taste Buds Elevates Phosphorylated TrkB Protein Levels in Taste Cells, Increases Taste Bud Size, and Promotes Gustatory Innervation"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Obstetrics and Gynecology,Life Sciences,Health Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2397243755,Presence of an Endothelioid Tubelike Structure at the Interface of the Amniotic Membranes in Twins with Single and Double Placenta. Growth Factors Involvement
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Engineering,"Ecology, Evolution, Behavior and Systematics",Ocean Engineering,Life Sciences,Physical Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2085917178,The effect of nerve growth factor on limb regeneration in <i>Ambystoma</i>
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Oncology,Life Sciences,Health Sciences,6,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W1984960581,"Structure and function of epigen, the last EGFR ligand"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Ophthalmology,Life Sciences,Health Sciences,4,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W3200245244,"TGFβ-Neurotrophin Interactions in Heart, Retina, and Brain"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Chemistry,"Ecology, Evolution, Behavior and Systematics",Organic Chemistry,Life Sciences,Physical Sciences,56,W2022144691,LXXV.—A theory of the mechanism of the phytochemical synthesis of certain alkaloids,W1981813185,Synthesis of Functionalized Phosphonates and Chromenes via Catalyst-Free Multicomponent Reactions in Water
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Orthopedics and Sports Medicine,Life Sciences,Health Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2082082888,Nerve growth factor concentrations in the synovial fluid from healthy dogs and dogs with secondary osteoarthritis
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Pathology and Forensic Medicine,Life Sciences,Health Sciences,2,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W375648601,Rôle du NGF dans l’angiogenèse du cancer du sein
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics","Pediatrics, Perinatology and Child Health",Life Sciences,Health Sciences,3,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2005862471,Use of the correlation between the weight of embryos and the relative weight of organs to assess the action of substances stimulating and inhibiting growth of organs
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics","Ecology, Evolution, Behavior and Systematics",Pharmaceutical Science,Life Sciences,Life Sciences,3,W2022144691,LXXV.—A theory of the mechanism of the phytochemical synthesis of certain alkaloids,W3022278305,ALKALOID BIOGENESIS
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Pharmacology,Life Sciences,Health Sciences,20,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W4200343653,The Nerve Growth Factor Metabolic Pathway Dysregulation as Cause of Alzheimer’s Cholinergic Atrophy
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Pharmacology, Toxicology and Pharmaceutics","Ecology, Evolution, Behavior and Systematics",Pharmacology,Life Sciences,Life Sciences,6,W2022144691,LXXV.—A theory of the mechanism of the phytochemical synthesis of certain alkaloids,W1964123877,The biosynthesis of papaverine proceeds via (S)-reticuline
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Chemistry,"Ecology, Evolution, Behavior and Systematics",Physical and Theoretical Chemistry,Life Sciences,Physical Sciences,2,W2022144691,LXXV.—A theory of the mechanism of the phytochemical synthesis of certain alkaloids,W2162524159,Bemerkungen zu einer Notiz von G. Hahn und O. Schales
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Physiology,Life Sciences,Health Sciences,15,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W142837744,The Microscopic Structure of the Nervous System: Its Function
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology","Ecology, Evolution, Behavior and Systematics",Physiology,Life Sciences,Life Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2024684989,"Behavioral changes in the goldfish, Carassius auratus, produced by treatment with nerve growth factor"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Plant Science,Life Sciences,Life Sciences,8,W2022144691,LXXV.—A theory of the mechanism of the phytochemical synthesis of certain alkaloids,W2125140579,THE FUNDAMENTAL FAT METABOLISM OF THE PLANT
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Psychiatry and Mental health,Life Sciences,Health Sciences,8,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2992052531,The Neural Regulation of Cancer
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics","Public Health, Environmental and Occupational Health",Life Sciences,Health Sciences,2,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2507908121,Glucocorticoid action in human corneal epithelial cells establishes roles for corticosteroids in wound healing and barrier function of the eye
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Pulmonary and Respiratory Medicine,Life Sciences,Health Sciences,3,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2982176858,Transcriptome analysis of dog oral melanoma and its oncogenic analogy with human melanoma
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics","Radiology, Nuclear Medicine and Imaging",Life Sciences,Health Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2040286934,Axotomy‐induced neuronal death during development
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Rehabilitation,Life Sciences,Health Sciences,2,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2145419946,<i>Illicium</i> Sesquiterpenes: Divergent Synthetic Strategy and Neurotrophic Activity Studies
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Reproductive Medicine,Life Sciences,Health Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2283395203,Expression of nerve growth factor and its receptors in the uterus of rabbits: functional involvement in prostaglandin synthesis
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Rheumatology,Life Sciences,Health Sciences,3,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2901486891,Clinical and translational pharmacological aspects of the management of fibrous dysplasia of bone
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Neuroscience,"Ecology, Evolution, Behavior and Systematics",Sensory Systems,Life Sciences,Life Sciences,8,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W4393217442,Pathological mechanisms of cold and mechanical stress in modulating cancer progression
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Psychology,"Ecology, Evolution, Behavior and Systematics",Social Psychology,Life Sciences,Social Sciences,4,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2063828636,"Viktor Hamburger: A prepared, persistent, and deserving mind favored by many “Fortuities”"
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Social Sciences,"Ecology, Evolution, Behavior and Systematics",Sociology and Political Science,Life Sciences,Social Sciences,3,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2064433393,Rita Levi-Montalcini: The story of an uncommon intellect and spirit
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Chemistry,"Ecology, Evolution, Behavior and Systematics",Spectroscopy,Life Sciences,Physical Sciences,3,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2547630112,Effect of purified fractions from cell culture supernate of high-density pre-B acute lymphoblastic leukemia cells (ALL3) on the growth of ALL3 cells at low density
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Surgery,Life Sciences,Health Sciences,6,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W1973795246,Sensory and Autonomic Polyneuropathy Associated with Hypergammaglobulinemia
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,"Ecology, Evolution, Behavior and Systematics",Urology,Life Sciences,Health Sciences,1,W2040742427,A NERVE GROWTH-STIMULATING FACTOR ISOLATED FROM SARCOM AS 37 AND 180,W2953386289,Partners in Crime: NGF and BDNF in Visceral Dysfunction
citation_paper_cites_prize_paper,Engineering,"Business, Management and Accounting",Electrical and Electronic Engineering,Accounting,Physical Sciences,Social Sciences,2,W2159795626,Dielectric-fibre surface waveguides for optical frequencies,W2913534461,Do not try to evaluate research results in a hurry
citation_paper_cites_prize_paper,Engineering,Physics and Astronomy,Electrical and Electronic Engineering,Acoustics and Ultrasonics,Physical Sciences,Physical Sciences,24,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2769605573,Simulation of spontaneous emission in hyperbolic media
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Aerospace Engineering,Physical Sciences,Physical Sciences,80,W2113742150,Charge Coupled Semiconductor Devices,W2003131737,MIS array potential calculation
citation_paper_cites_prize_paper,Engineering,Agricultural and Biological Sciences,Electrical and Electronic Engineering,Agronomy and Crop Science,Physical Sciences,Life Sciences,1,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2128779890,Luteal and follicular count in bitches: Assessment by means of magnetic resonance imaging
citation_paper_cites_prize_paper,Engineering,Chemistry,Electrical and Electronic Engineering,Analytical Chemistry,Physical Sciences,Physical Sciences,24,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2025962136,New automated fluorometric methods for estimation of small amounts of adrenaline and noradrenaline
citation_paper_cites_prize_paper,Engineering,Medicine,Electrical and Electronic Engineering,Anesthesiology and Pain Medicine,Physical Sciences,Health Sciences,2,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2125359134,SOME EFFECTS OF ENFLURANE ANAESTHESIA ON BIOGENIC MONOAMINES IN THE BRAIN AND PLASMA OF RATS
citation_paper_cites_prize_paper,Engineering,Agricultural and Biological Sciences,Electrical and Electronic Engineering,Animal Science and Zoology,Physical Sciences,Life Sciences,16,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W1998283274,Disclosure of Labile Monoamine Fractions in Brain and Their Correlation to Behaviour
citation_paper_cites_prize_paper,Engineering,Social Sciences,Electrical and Electronic Engineering,Anthropology,Physical Sciences,Social Sciences,3,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2007027789,From radar to nuclear magnetic resonance
citation_paper_cites_prize_paper,Engineering,Mathematics,Electrical and Electronic Engineering,Applied Mathematics,Physical Sciences,Physical Sciences,9,W2161454420,Some photographs of the tracks of penetrating radiation,W2163988229,An unknown story: Majorana and the Pauli-Weisskopf scalar electrodynamics
citation_paper_cites_prize_paper,Engineering,Agricultural and Biological Sciences,Electrical and Electronic Engineering,Aquatic Science,Physical Sciences,Life Sciences,2,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2056976499,Dopamine in developing Larvae of the sea urchin psammechinus miliaris gmelin
citation_paper_cites_prize_paper,Engineering,Arts and Humanities,Electrical and Electronic Engineering,Archeology,Physical Sciences,Social Sciences,2,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W4376876099,High-Sensitivity Vibrational Spectroscopy Using Nanostructures and its Application to Art Painting Research
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Architecture,Physical Sciences,Physical Sciences,1,W2066255432,"The Transistor, A Semi-Conductor Triode",W3139243282,Nurture/Future/Sculpture
citation_paper_cites_prize_paper,Engineering,Computer Science,Electrical and Electronic Engineering,Artificial Intelligence,Physical Sciences,Physical Sciences,325,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2131308955,Quantum Information Processing in Multi-Spin Systems
citation_paper_cites_prize_paper,Engineering,Physics and Astronomy,Electrical and Electronic Engineering,Astronomy and Astrophysics,Physical Sciences,Physical Sciences,79,W2113742150,Charge Coupled Semiconductor Devices,W4220940099,The Rocketeers
citation_paper_cites_prize_paper,Engineering,Earth and Planetary Sciences,Electrical and Electronic Engineering,Atmospheric Science,Physical Sciences,Physical Sciences,7,W2113742150,Charge Coupled Semiconductor Devices,W1968070238,Focal plane damage analysis by the space radiation environment in Aura satellite orbit
citation_paper_cites_prize_paper,Engineering,Physics and Astronomy,Electrical and Electronic Engineering,"Atomic and Molecular Physics, and Optics",Physical Sciences,Physical Sciences,2566,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2110820154,Photonic band-gap structures
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Automotive Engineering,Physical Sciences,Physical Sciences,6,W2159795626,Dielectric-fibre surface waveguides for optical frequencies,W4200605149,Silica optical fibre fabrication via 3D printing technology: material processing and related issues
citation_paper_cites_prize_paper,Engineering,Neuroscience,Electrical and Electronic Engineering,Behavioral Neuroscience,Physical Sciences,Life Sciences,7,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W4382933124,Understanding Why Homeopathic Medicines are Used for Menopause: Searching for Insights into Neuroendocrine Features
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Biochemistry,Physical Sciences,Life Sciences,15,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2016434435,On the distribution in brain of monoamines and of enzymes responsible for their formation
citation_paper_cites_prize_paper,Engineering,Medicine,Electrical and Electronic Engineering,Biochemistry,Physical Sciences,Health Sciences,3,W2067877546,Researches with the dropping mercury cathode: Part II. The Polarograph,W1714346113,Die Reduktionspotentiale der Malein‐ und Fumarsäure an einer tropfenden Quecksilberelektrode
citation_paper_cites_prize_paper,Engineering,Chemical Engineering,Electrical and Electronic Engineering,Bioengineering,Physical Sciences,Physical Sciences,26,W1979313952,Calculation of ground and excited state potential surfaces of conjugated molecules. I. Formulation and parametrization,W2324729298,Vibronisches Spektralverhalten von Molek�len: Theoretische Analyse der Phosphoreszenz von Naphthalen und seiner perdeuterierten Verbindung
citation_paper_cites_prize_paper,Engineering,Neuroscience,Electrical and Electronic Engineering,Biological Psychiatry,Physical Sciences,Life Sciences,2,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W3186497973,Oxidative Stress and the Pathophysiology and Symptom Profile of Schizophrenia Spectrum Disorders
citation_paper_cites_prize_paper,Engineering,Materials Science,Electrical and Electronic Engineering,Biomaterials,Physical Sciences,Physical Sciences,16,W2120730528,Beitrag zur geometrischen Elektronenoptik. II,W66086944,"Ultramicrotomy, its application in wood research"
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Biomedical Engineering,Physical Sciences,Physical Sciences,836,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W1988438773,Low-Loss Electric and Magnetic Field-Enhanced Spectroscopy with Subwavelength Silicon Dimers
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Biophysics,Physical Sciences,Life Sciences,101,W2120730528,Beitrag zur geometrischen Elektronenoptik. II,W2560060272,A journey through the microscopic ages of DNA replication
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Biotechnology,Physical Sciences,Life Sciences,4,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W4285142645,Recent Understanding of Colorectal Cancer Treatment
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Building and Construction,Physical Sciences,Physical Sciences,6,W2113742150,Charge Coupled Semiconductor Devices,W2217890492,Strain and shear stress fields analysis by means of Digital Image Correlation on CFRP to brick bonded joints fastened by fiber anchors
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Cancer Research,Physical Sciences,Life Sciences,4,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2071912897,Release and Uptake of Dopamine in Isolated Granules from a Human Carotid Body Tumour
citation_paper_cites_prize_paper,Engineering,Medicine,Electrical and Electronic Engineering,Cardiology and Cardiovascular Medicine,Physical Sciences,Health Sciences,25,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2034553274,Free noradrenaline and adrenaline excretion in relation to clinical syndromes following myocardial infarction
citation_paper_cites_prize_paper,Engineering,Chemical Engineering,Electrical and Electronic Engineering,Catalysis,Physical Sciences,Physical Sciences,7,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W583987716,How ionic are ionic liquids
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Cell Biology,Physical Sciences,Life Sciences,23,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2427435483,Decarboxylierung von Dopa durch Herzmuskel von Meerschweinchen
citation_paper_cites_prize_paper,Engineering,Neuroscience,Electrical and Electronic Engineering,Cellular and Molecular Neuroscience,Physical Sciences,Life Sciences,225,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W1969039667,Alterations in the Pattern of Amine Excretion in Man Produced by a Monoamine Oxidase Inhibitor
citation_paper_cites_prize_paper,Engineering,Materials Science,Electrical and Electronic Engineering,Ceramics and Composites,Physical Sciences,Physical Sciences,42,W2159795626,Dielectric-fibre surface waveguides for optical frequencies,W2017027222,Preparation of glass by sintering
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Civil and Structural Engineering,Physical Sciences,Physical Sciences,62,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W4220868604,A point-like thermal light source as a probe for sensing light-matter interaction
citation_paper_cites_prize_paper,Engineering,Arts and Humanities,Electrical and Electronic Engineering,Classics,Physical Sciences,Social Sciences,4,W2041154484,The Production of High Speed Light Ions Without the Use of High Voltages,W4376474554,Websites
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Clinical Biochemistry,Physical Sciences,Life Sciences,14,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2073342698,"Advanced imaging techniques for assessment of structure, composition and function in biofilm systems"
citation_paper_cites_prize_paper,Engineering,Psychology,Electrical and Electronic Engineering,Clinical Psychology,Physical Sciences,Social Sciences,3,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W3195669168,"Identification of seven psychedelic 2,5‐dimethoxy‐phenylethyl‐amine‐based designer drugs via benchtop <sup>1</sup>H nuclear magnetic resonance spectroscopy"
citation_paper_cites_prize_paper,Engineering,Neuroscience,Electrical and Electronic Engineering,Cognitive Neuroscience,Physical Sciences,Life Sciences,64,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W1895404326,Individual differences in excitation and inhibition in visual cortex
citation_paper_cites_prize_paper,Engineering,Social Sciences,Electrical and Electronic Engineering,Communication,Physical Sciences,Social Sciences,2,W2066255432,"The Transistor, A Semi-Conductor Triode",W2120869984,The 2N3055: a case history
citation_paper_cites_prize_paper,Engineering,Health Professions,Electrical and Electronic Engineering,Complementary and Manual Therapy,Physical Sciences,Health Sciences,3,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2412228199,Nuclear Magnetic Resonance Imaging of the Temporomandibular Joint: Preliminary Observations
citation_paper_cites_prize_paper,Engineering,Medicine,Electrical and Electronic Engineering,Complementary and alternative medicine,Physical Sciences,Health Sciences,1,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2483769140,PERSONAL LITERATURE DATABASE CONSTRUCTION FOR NUCLEAR MAGNETIC RESONANCE
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Computational Mechanics,Physical Sciences,Physical Sciences,58,W2066255432,"The Transistor, A Semi-Conductor Triode",W2042789218,Der Transistor wird fünfzig
citation_paper_cites_prize_paper,Engineering,Computer Science,Electrical and Electronic Engineering,Computational Theory and Mathematics,Physical Sciences,Physical Sciences,31,W2041154484,The Production of High Speed Light Ions Without the Use of High Voltages,W2895485605,Multi-objective shape optimization of radio frequency cavities using an evolutionary algorithm
citation_paper_cites_prize_paper,Engineering,Computer Science,Electrical and Electronic Engineering,Computer Graphics and Computer-Aided Design,Physical Sciences,Physical Sciences,1,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W83290591,Medical Model Generation
citation_paper_cites_prize_paper,Engineering,Computer Science,Electrical and Electronic Engineering,Computer Networks and Communications,Physical Sciences,Physical Sciences,16,W2113742150,Charge Coupled Semiconductor Devices,W1968984878,Analog Real-Time Statistical Analyzer Utilizing CCD's to Implement a Decision Algorithm
citation_paper_cites_prize_paper,Engineering,Computer Science,Electrical and Electronic Engineering,Computer Science Applications,Physical Sciences,Physical Sciences,8,W2066255432,"The Transistor, A Semi-Conductor Triode",W1835162611,Early History
citation_paper_cites_prize_paper,Engineering,Computer Science,Electrical and Electronic Engineering,Computer Vision and Pattern Recognition,Physical Sciences,Physical Sciences,38,W2113742150,Charge Coupled Semiconductor Devices,W299026844,Television Camera Tubes
citation_paper_cites_prize_paper,Engineering,Physics and Astronomy,Electrical and Electronic Engineering,Condensed Matter Physics,Physical Sciences,Physical Sciences,195,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2082449229,Surface‐Plasmon‐Enhanced Light‐Emitting Diodes
citation_paper_cites_prize_paper,Engineering,Engineering,Electrical and Electronic Engineering,Control and Systems Engineering,Physical Sciences,Physical Sciences,7,W2159795626,Dielectric-fibre surface waveguides for optical frequencies,W2995800036,Modelling High-Capacity Nonlinear Transmission Systems
citation_paper_cites_prize_paper,Engineering,Medicine,Electrical and Electronic Engineering,Critical Care and Intensive Care Medicine,Physical Sciences,Health Sciences,1,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W1968313621,Blockade of endotoxin-induced hypothermia by pretreatment with intracisternal 6-hydroxydopamine
citation_paper_cites_prize_paper,Engineering,Social Sciences,Electrical and Electronic Engineering,Cultural Studies,Physical Sciences,Social Sciences,1,W2113742150,Charge Coupled Semiconductor Devices,W2419388708,On the Origin of Technologies: The Invention and Evolution of the Bow-and-Arrow
citation_paper_cites_prize_paper,Engineering,Social Sciences,Electrical and Electronic Engineering,Demography,Physical Sciences,Social Sciences,3,W2066255432,"The Transistor, A Semi-Conductor Triode",W2025626424,Relationship between Science and Technology
citation_paper_cites_prize_paper,Engineering,Medicine,Electrical and Electronic Engineering,Dermatology,Physical Sciences,Health Sciences,2,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W49255219,NMR-Mikroskopie und Gewebsdifferenzierung von Hauttumoren am Beispiel des Basalioms
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Electrical and Electronic Engineering,Developmental Biology,Physical Sciences,Life Sciences,1,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W11120151,Disrupting FoxP2 Expression Alters Song Variability and Signal Propagation Through a Basal Ganglia Pathway Important for Learned Vocalizations
citation_paper_cites_prize_paper,Engineering,Neuroscience,Electrical and Electronic Engineering,Developmental Neuroscience,Physical Sciences,Life Sciences,4,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2092777802,"Effects of haloperidol, methyltyrosine and morphine on recovery from lesions of lateral hypothalamus"
citation_paper_cites_prize_paper,Engineering,Psychology,Electrical and Electronic Engineering,Developmental and Educational Psychology,Physical Sciences,Social Sciences,5,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2042866342,α-Methyltyrosine: effects on fixed ratio schedules of reinforcement
citation_paper_cites_prize_paper,Engineering,Environmental Science,Electrical and Electronic Engineering,Ecology,Physical Sciences,Physical Sciences,5,W2120730528,Beitrag zur geometrischen Elektronenoptik. II,W105837436,Helmut Ruska (1908–1973)
citation_paper_cites_prize_paper,Engineering,Agricultural and Biological Sciences,Electrical and Electronic Engineering,"Ecology, Evolution, Behavior and Systematics",Physical Sciences,Life Sciences,9,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2048986921,Dopamine: Its Occurrence in Molluscan Ganglia
citation_paper_cites_prize_paper,Engineering,"Economics, Econometrics and Finance",Electrical and Electronic Engineering,Economics and Econometrics,Physical Sciences,Social Sciences,9,W2159795626,Dielectric-fibre surface waveguides for optical frequencies,W4386720787,Innovation Ecosystems and Financial Markets*
